length,path,min_leg_kzt,total_kzt
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100,10000.0,283789.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100,10000.0,250172.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100,10000.0,161671.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100,10000.0,173356.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,255473.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,10000.0,493064.0
4,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100,10000.0,139473.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,201022.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,10000.0,438613.0
4,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100,10000.0,127788.0
4,100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100,10000.0,100518.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000001857829100 -> 100000003880331100 -> 100000008603629100,10000.0,829823.0
4,100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100,10000.0,367898.0
4,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100,10000.0,238823.0
6,100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000008304139100,10000.0,177372.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,228529.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100,10000.0,316719.0
6,100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000008304139100,10000.0,234392.0
4,100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100,10000.0,132406.0
6,100000008304139100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000008304139100,10000.0,213067.0
4,100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100,10000.0,91435.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100,10000.0,295096.0
6,100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000008304139100,10000.0,158935.0
6,100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000008304139100,10000.0,215955.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100,10000.0,228218.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000007639767100 -> 100000008603629100,10000.0,255420.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100,10000.0,239903.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,10000.0,566243.0
4,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100,10000.0,112529.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,328652.0
4,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100,10000.0,108890.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,275823.0
4,100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100,10000.0,113969.0
6,100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100,10000.0,311471.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,10000.0,513414.0
4,100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100,10000.0,134471.0
6,100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100,10000.0,201971.0
6,100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100,10000.0,258991.0
6,100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100,10000.0,237666.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000007639767100 -> 100000008603629100,10000.0,307207.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100,10000.0,329574.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100,10000.0,317889.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000008346837100 -> 100000005910114100 -> 100000008603629100,10000.0,503285.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,277888.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,10000.0,515479.0
5,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000002723538100 -> 100000008603629100,10000.0,211888.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,10000.0,253289.0
6,100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100,10000.0,199674.0
6,100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100,10000.0,425466.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000007639767100 -> 100000008603629100,10000.0,221418.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100,10000.0,206595.0
6,100000008443341100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000008443341100,10000.0,171000.0
6,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000008443341100,10000.0,146612.0
6,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000008443341100,10000.0,257906.0
6,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000008443341100,10000.0,192325.0
6,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000008443341100,10000.0,402685.0
6,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000008443341100,10000.0,135305.0
6,100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100,10000.0,521798.0
4,100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008443341100,10000.0,67805.0
6,100000008443341100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008443341100,10000.0,211222.0
4,100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100,10000.0,57605.0
6,100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000001660397100,10000.0,125105.0
6,100000008443341100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008443341100,10000.0,448813.0
6,100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000001660397100,10000.0,392485.0
6,100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000001660397100,10000.0,182125.0
6,100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000001660397100,10000.0,247706.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008477350100 -> 100000008086440100,10000.0,337908.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000008086440100,10000.0,385202.0
6,100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000001660397100,10000.0,136412.0
2,100000005142492100 -> 100000002870463100 -> 100000005142492100,10000.0,67000.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000008086440100,10000.0,364852.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000008086440100,10000.0,320601.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008477350100 -> 100000008086440100,10000.0,310401.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000008086440100,10000.0,387267.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000008086440100,10000.0,362668.0
6,100000001660397100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000001660397100,10000.0,160800.0
6,100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100,10000.0,304775.0
6,100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000000089154100,10000.0,607379.0
6,100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100,10000.0,174842.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100,10000.0,146412.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100,10000.0,393397.0
2,100000003917461100 -> 100000004386258100 -> 100000003917461100,10000.0,20000.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100,10000.0,167605.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100,10000.0,272706.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,10000.0,490880.0
4,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100,10000.0,216289.0
6,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000003880331100 -> 100000008603629100,10000.0,807289.0
6,100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100,10000.0,142773.0
4,100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100,10000.0,109872.0
5,100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000001857829100 -> 100000008603629100,10000.0,135289.0
4,100000008304139100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100,10000.0,223119.0
6,100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000007639767100 -> 100000008603629100,10000.0,234774.0
6,100000008304139100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100,10000.0,324572.0
6,100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100,10000.0,209438.0
6,100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100,10000.0,178481.0
6,100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100,10000.0,227875.0
6,100000002723538100 -> 100000003242289100 -> 100000008304139100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100,10000.0,318588.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100,10000.0,412110.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100,10000.0,186318.0
4,100000005519998100 -> 100000004017410100 -> 100000003934614100 -> 100000004336312100 -> 100000005519998100,10000.0,182500.0
3,100000004017410100 -> 100000003934614100 -> 100000004336312100 -> 100000004017410100,10000.0,74150.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100,10000.0,291419.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100,10000.0,161486.0
6,100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100,10000.0,165125.0
6,100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100,10000.0,336489.0
2,100000003636627100 -> 100000002692750100 -> 100000003636627100,10000.0,87000.0
6,100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100,10000.0,284702.0
2,100000002741024100 -> 100000001439416100 -> 100000002741024100,10000.0,20000.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100 -> 100000003242289100 -> 100000004140487100 -> 100000008603629100,10000.0,126232.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100 -> 100000008686313100,10000.0,221864.0
6,100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000004351795100,10000.0,708037.0
6,100000008587459100 -> 100000006866783100 -> 100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,520256.0
5,100000008587459100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008587459100,10000.0,223619.0
4,100000008587459100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,261025.0
6,100000008587459100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,295812.0
6,100000008587459100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,411626.0
6,100000008587459100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,367480.0
6,100000008587459100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,340063.0
6,100000008587459100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,307875.0
6,100000008413748100 -> 100000008304139100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100,10000.0,251113.75
6,100000008413748100 -> 100000008304139100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100,10000.0,267943.75
6,100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100,10000.0,252239.75
6,100000008413748100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100,10000.0,144696.75
6,100000008413748100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100,10000.0,161526.75
6,100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100,10000.0,126259.75
6,100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100,10000.0,143089.75
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,10000.0,258465.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,10000.0,252090.0
4,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,79848.0
6,100000008587459100 -> 100000006866783100 -> 100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,542410.0
6,100000008587459100 -> 100000006866783100 -> 100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,505293.0
6,100000008686313100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,225014.0
6,100000008587459100 -> 100000006866783100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,285612.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,173924.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,10000.0,215649.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000004070318100,10000.0,278919.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,202937.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000004070318100,10000.0,208426.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,132444.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,113731.0
6,100000004070318100 -> 100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,10000.0,155456.0
6,100000008587459100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,322504.0
6,100000008587459100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,444296.0
6,100000008587459100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,337879.0
6,100000008587459100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,319442.0
6,100000008587459100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,362478.0
6,100000008587459100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,355795.0
6,100000004070318100 -> 100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000004070318100,10000.0,222003.0
6,100000008587459100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,874279.0
6,100000008587459100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100,10000.0,405133.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000004070318100,10000.0,200380.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,346806.0
6,100000004070318100 -> 100000008603629100 -> 100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,188887.0
6,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100,10000.0,235618.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,10000.0,456453.0
6,100000008686313100 -> 100000006866783100 -> 100000008443341100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,198322.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000004070318100,10000.0,189073.0
6,100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,314136.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000004070318100,10000.0,188848.0
6,100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,269990.0
6,100000008686313100 -> 100000006866783100 -> 100000004390333100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,242573.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,10000.0,292599.0
6,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000000331309100 -> 100000008686313100,10000.0,753042.0
6,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000005782781100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,10000.0,229210.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,10000.0,401229.0
4,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000008686313100,10000.0,1195083.0
6,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000007639767100 -> 100000008603629100 -> 100000008686313100,10000.0,291911.0
6,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,210385.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,10000.0,118669.55
6,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000001279272100 -> 100000000331309100 -> 100000008686313100,10000.0,843142.0
6,100000008686313100 -> 100000008477350100 -> 100000008086440100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,548336.0
4,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,163535.0
6,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000000437046100 -> 100000008686313100,10000.0,1304908.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,240389.0
6,100000008686313100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,10000.0,245878.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000000437046100 -> 100000004070318100,10000.0,265655.0
6,100000008686313100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,221952.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000002645993100 -> 100000008413748100 -> 100000004070318100,10000.0,135499.55
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008587459100 -> 100000006866783100 -> 100000004070318100,10000.0,349580.0
6,100000008686313100 -> 100000006866783100 -> 100000002306369100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,264988.0
6,100000008686313100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,258305.0
6,100000008686313100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,776789.0
6,100000004070318100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,10000.0,785704.0
6,100000008686313100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,307643.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,10000.0,311674.0
