gid,knowledge_state,hop_from_seed,inbound_known,outbound_known,confidence,limitation
100000004394765100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004398811100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004399686100,inbound_only,3,True,True,0.85,"806,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004400305100,fully_observed,2,True,True,0.911,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004400361100,inbound_only,2,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004400480100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 21,700 KZT arrived from 1 payer and where it went next was never collected."
100000004403548100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 5,000 KZT arrived from 1 payer and where it went next was never collected."
100000004403641100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 171,500 KZT arrived from 1 payer and where it went next was never collected."
100000004403675100,fully_observed,1,True,True,0.931,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004407753100,fully_observed,3,True,True,0.848,"Both directions observed, but 46% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004408683100,inbound_only,1,True,True,0.85,"112,920 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004410489100,inbound_only,2,True,True,0.85,"54,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004417753100,inbound_only,3,True,True,0.85,"192,099 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004418967100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 100,000 KZT arrived from 1 payer and where it went next was never collected."
100000004420041100,fully_observed,3,True,True,0.863,"Both directions observed, but 38% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004424023100,fully_observed,2,True,True,0.92,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004433250100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 8,000 KZT arrived from 1 payer and where it went next was never collected."
100000004435304100,inbound_only,2,True,True,0.85,"26,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004441291100,inbound_only,2,True,True,0.85,"20,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004445291100,inbound_only,3,True,True,0.85,"19,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004449824100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 9,000 KZT arrived from 1 payer and where it went next was never collected."
100000004450649100,fully_observed,3,True,True,0.932,"Both directions observed, but 4% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004451012100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004456564100,inbound_only,2,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004463277100,inbound_only,2,True,True,0.85,"35,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004467157100,fully_observed,2,True,True,0.89,"Both directions observed, but 35% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004472936100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 5,000 KZT arrived from 1 payer and where it went next was never collected."
100000004475818100,fully_observed,3,True,True,0.914,"Both directions observed, but 13% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004479404100,fully_observed,2,True,True,0.8,"Both directions observed, but 80% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004480280100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004486525100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004488265100,inbound_only,3,True,True,0.85,"38,740 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004491749100,inbound_only,3,True,True,0.85,"50,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004491881100,inbound_only,1,True,True,0.85,"17,144 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004493586100,inbound_only,3,True,True,0.85,"7,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004494983100,inbound_only,1,True,True,0.85,"35,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004497606100,inbound_only,1,True,True,0.85,"15,534 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004500444100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004500781100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 74,000 KZT arrived from 1 payer and where it went next was never collected."
100000004502048100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 13,888 KZT arrived from 1 payer and where it went next was never collected."
100000004508696100,fully_observed,3,True,True,0.86,"Both directions observed, but 40% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004509286100,inbound_only,1,True,True,0.85,"40,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004526651100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 33,000 KZT arrived from 1 payer and where it went next was never collected."
100000004527381100,fully_observed,2,True,True,0.871,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004539443100,inbound_only,3,True,True,0.85,"61,990 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004544958100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004549591100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 49,000 KZT arrived from 1 payer and where it went next was never collected."
100000004552204100,fully_observed,3,True,True,0.84,"Both directions observed, but 50% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004553349100,inbound_only,3,True,True,0.85,"7,755 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004559194100,inbound_only,1,True,True,0.85,"282,145 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004564736100,inbound_only,3,True,True,0.85,"15,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004569484100,fully_observed,3,True,True,0.891,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004569637100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 5,500 KZT arrived from 1 payer and where it went next was never collected."
100000004571634100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000004573782100,inbound_only,2,True,True,0.85,"15,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004580202100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004580254100,inbound_only,3,True,True,0.85,"27,940 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004584730100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 47,000 KZT arrived from 1 payer and where it went next was never collected."
100000004586598100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 761,255 KZT arrived from 1 payer and where it went next was never collected."
100000004587414100,inbound_only,3,True,True,0.85,"533,603 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004588479100,inbound_only,1,True,True,0.85,"177,633 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004591973100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004592467100,inbound_only,2,True,True,0.85,"7,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004596284100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 30,000 KZT arrived from 1 payer and where it went next was never collected."
100000004601193100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 84,000 KZT arrived from 1 payer and where it went next was never collected."
100000004603109100,fully_observed,3,True,True,0.94,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004610802100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 241,000 KZT arrived from 1 payer and where it went next was never collected."
100000004611571100,inbound_only,3,True,True,0.85,"22,550 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004613582100,fully_observed,3,True,True,0.9,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004616845100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 20,200 KZT arrived from 1 payer and where it went next was never collected."
100000004622227100,fully_observed,1,True,True,0.927,"Both directions observed, but 26% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004629688100,fully_observed,3,True,True,0.9,"Both directions observed, but 20% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004634420100,inbound_only,3,True,True,0.85,"26,150 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004635886100,inbound_only,3,True,True,0.85,"23,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004644615100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004652395100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 101,528 KZT arrived from 3 payers and where it went next was never collected."
100000004655046100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 24,000 KZT arrived from 1 payer and where it went next was never collected."
100000004657034100,inbound_only,3,True,True,0.85,"141,250 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004659919100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004662806100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004664515100,inbound_only,1,True,True,0.85,"37,691 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004664905100,inbound_only,1,True,True,0.85,"329,020 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004666651100,inbound_only,2,True,True,0.85,"429,250 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004670388100,fully_observed,3,True,True,0.84,"Both directions observed, but 50% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004671609100,inbound_only,3,True,True,0.85,"100,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004673335100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 80,000 KZT arrived from 1 payer and where it went next was never collected."
100000004674178100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000004674389100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 15,000 KZT arrived from 1 payer and where it went next was never collected."
100000004674412100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 46,000 KZT arrived from 1 payer and where it went next was never collected."
100000004674799100,inbound_only,2,True,True,0.85,"140,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004676985100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004677680100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004679953100,fully_observed,1,True,True,0.931,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004687099100,inbound_only,2,True,True,0.85,"30,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004687282100,inbound_only,2,True,True,0.85,"20,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004689658100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004691350100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 13,300 KZT arrived from 1 payer and where it went next was never collected."
100000004692798100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004697956100,fully_observed,3,True,True,0.9,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004698193100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004707703100,fully_observed,1,True,True,0.965,"Both directions observed, but 8% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004713684100,inbound_only,3,True,True,0.85,"37,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004714705100,outbound_only,0,False,True,0.6,"Seed account: money out was followed, money in was not, so its funding is outside the dataset (no payer appears at all)."
100000004715209100,fully_observed,3,True,True,0.849,"Both directions observed, but 45% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004717647100,fully_observed,3,True,True,0.78,"Both directions observed, but 80% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004722630100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 340,000 KZT arrived from 1 payer and where it went next was never collected."
100000004722765100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004723755100,outbound_only,0,False,True,0.6,"Seed account: money out was followed, money in was not, so its funding is outside the dataset (no payer appears at all)."
100000004726132100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004732589100,inbound_only,2,True,True,0.85,"227,520 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004737477100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004737764100,inbound_only,3,True,True,0.85,"600,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004739664100,fully_observed,1,True,True,0.94,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004741837100,inbound_only,1,True,True,0.85,"25,596 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004744306100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004746397100,fully_observed,3,True,True,0.851,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004747154100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 67,000 KZT arrived from 1 payer and where it went next was never collected."
100000004750321100,inbound_only,3,True,True,0.85,"50,185 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004750897100,inbound_only,3,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004756901100,inbound_only,2,True,True,0.85,"153,248 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004759121100,fully_observed,1,True,True,0.93,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004765639100,fully_observed,2,True,True,0.838,"Both directions observed, but 61% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004770073100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004777215100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 60,000 KZT arrived from 1 payer and where it went next was never collected."
100000004779204100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004780083100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 9,999 KZT arrived from 1 payer and where it went next was never collected."
100000004780327100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 12,000 KZT arrived from 1 payer and where it went next was never collected."
100000004783447100,inbound_only,1,True,True,0.85,"26,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004784224100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004788983100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 27,000 KZT arrived from 1 payer and where it went next was never collected."
100000004790991100,inbound_only,1,True,True,0.85,"239,413 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004791226100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000004792397100,inbound_only,1,True,True,0.85,"73,520 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004797167100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 31,000 KZT arrived from 1 payer and where it went next was never collected."
100000004798515100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 200,000 KZT arrived from 1 payer and where it went next was never collected."
100000004800452100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 6,545 KZT arrived from 1 payer and where it went next was never collected."
100000004800648100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 131,000 KZT arrived from 1 payer and where it went next was never collected."
100000004806903100,inbound_only,2,True,True,0.85,"18,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004813068100,outbound_only,0,False,True,0.6,"Seed account: money out was followed, money in was not, so its funding is outside the dataset (no payer appears at all)."
100000004816564100,fully_observed,2,True,True,0.92,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004820260100,fully_observed,2,True,True,0.945,"Both directions observed, but 8% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004825069100,inbound_only,2,True,True,0.85,"30,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004840086100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 100,000 KZT arrived from 1 payer and where it went next was never collected."
100000004841728100,inbound_only,1,True,True,0.85,"52,208 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004847758100,fully_observed,1,True,True,0.931,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004848236100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 7,500 KZT arrived from 1 payer and where it went next was never collected."
100000004850609100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 10,000 KZT arrived from 1 payer and where it went next was never collected."
100000004856746100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000004877085100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004889043100,inbound_only,3,True,True,0.85,"272,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004890713100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 40,485 KZT arrived from 1 payer and where it went next was never collected."
100000004891562100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 103,400 KZT arrived from 1 payer and where it went next was never collected."
100000004892144100,fully_observed,3,True,True,0.94,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004904960100,inbound_only,2,True,True,0.85,"32,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004905207100,inbound_only,2,True,True,0.85,"380,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004906181100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004908173100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 21,000 KZT arrived from 1 payer and where it went next was never collected."
100000004911971100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 35,000 KZT arrived from 1 payer and where it went next was never collected."
100000004917367100,inbound_only,3,True,True,0.85,"120,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004921657100,fully_observed,3,True,True,0.9,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004931931100,fully_observed,3,True,True,0.7,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004948177100,inbound_only,1,True,True,0.85,"437,163 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004950490100,inbound_only,2,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004959752100,inbound_only,3,True,True,0.85,"22,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004962193100,inbound_only,2,True,True,0.85,"900,468 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004970752100,inbound_only,3,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004971871100,outbound_only,0,True,True,0.6,"Seed account: money out was followed, money in was not, so its funding is outside the dataset (1 payer appear only as return traffic from inside the crawl)."
100000004975919100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000004976946100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 246,000 KZT arrived from 1 payer and where it went next was never collected."
100000004979264100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 39,800 KZT arrived from 1 payer and where it went next was never collected."
100000004979283100,inbound_only,3,True,True,0.85,"40,132 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004979498100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000004981068100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 10,000 KZT arrived from 1 payer and where it went next was never collected."
100000004984689100,inbound_only,3,True,True,0.85,"53,030 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004988240100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000004991593100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 45,000 KZT arrived from 1 payer and where it went next was never collected."
100000004991812100,inbound_only,3,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004993576100,inbound_only,2,True,True,0.85,"167,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000004997515100,fully_observed,3,True,True,0.74,"Both directions observed, but 100% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005008589100,inbound_only,3,True,True,0.85,"42,807 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005010159100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 7,092 KZT arrived from 1 payer and where it went next was never collected."
100000005017150100,isolated,0,False,True,0.1,"No transfer observed in either direction in the window, so nothing about this account's behaviour is measurable from this dataset."
100000005022552100,fully_observed,3,True,True,0.84,"Both directions observed, but 50% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005022964100,inbound_only,2,True,True,0.85,"20,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005025629100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 5,227 KZT arrived from 1 payer and where it went next was never collected."
100000005030592100,inbound_only,2,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005031696100,fully_observed,2,True,True,0.86,"Both directions observed, but 50% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005032294100,inbound_only,2,True,True,0.85,"10,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005034574100,inbound_only,1,True,True,0.85,"258,816 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005037490100,fully_observed,3,True,True,0.885,"Both directions observed, but 27% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005041147100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 10,000 KZT arrived from 1 payer and where it went next was never collected."
100000005041905100,fully_observed,3,True,True,0.937,"Both directions observed, but 1% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005042822100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 1,000,000 KZT arrived from 1 payer and where it went next was never collected."
100000005048668100,fully_observed,3,True,True,0.891,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005049404100,truncated_at_depth,4,True,False,0.34,"At the four-hop crawl boundary: 98,000 KZT arrived from 1 payer and where it went next was never collected."
100000005052998100,fully_observed,3,True,True,0.851,"Both directions observed, but 25% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005053653100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000005055454100,inbound_only,3,True,True,0.85,"6,500 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005056870100,inbound_only,1,True,True,0.85,"20,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005059998100,inbound_only,2,True,True,0.85,"18,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005061890100,inbound_only,3,True,True,0.85,"90,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005074393100,fully_observed,1,True,True,0.958,"Both directions observed, but 11% of what is reachable downstream ends at the crawl boundary, so the onward path is unknown."
100000005075949100,truncated_at_depth,4,True,False,0.38,"At the four-hop crawl boundary: 2,226,000 KZT arrived from 1 payer and where it went next was never collected."
100000005077484100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000005079473100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 39,312 KZT arrived from 1 payer and where it went next was never collected."
100000005079754100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000005082652100,inbound_only,3,True,True,0.85,"30,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005087431100,isolated,0,False,True,0.1,"No transfer observed in either direction in the window, so nothing about this account's behaviour is measurable from this dataset."
100000005087923100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 20,000 KZT arrived from 1 payer and where it went next was never collected."
100000005089460100,inbound_only,3,True,True,0.85,"12,300 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005092518100,inbound_only,1,True,True,0.85,"26,144 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005093521100,inbound_only,1,True,True,0.85,"15,200 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005100475100,inbound_only,3,True,True,0.85,"40,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005105153100,inbound_only,2,True,True,0.85,"30,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005124479100,fully_observed,1,True,True,0.98,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000005127767100,inbound_only,3,True,True,0.85,"7,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005133757100,inbound_only,1,True,True,0.85,"65,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005140601100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000005142492100,fully_observed,3,True,True,0.9,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
100000005142589100,inbound_only,2,True,True,0.85,"50,000 KZT arrived and none was observed leaving; any payer outside the crawled set would not appear."
100000005146665100,truncated_at_depth,4,True,False,0.3,"At the four-hop crawl boundary: 5,500 KZT arrived from 1 payer and where it went next was never collected."
100000005168487100,fully_observed,2,True,True,0.96,Both directions observed within the crawl; a payer outside the crawled set would still not appear in this dataset.
