formation_id,kind,n_members,n_seeds,min_hop_from_seed,kzt_through,kzt_retained_share,breaking_point_gid,breaking_point_method,breaking_point_effect,score,rank,hypothesis,evidence
BRG-088,bridge,29,0,1,3484663.67,0.8423,100000005578559100,articulation,28.0,0.4687,293,"These 28 accounts reach the rest of their community only through 100000005578559100, whose removal would detach 28 of them from 3,484,664 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=29, seeds=0, hop=1, through=3,484,664 KZT, retained=0.84; break 100000005578559100 by articulation cuts 28 of 28 members; fragility=1.00, score=0.4687"
LOOP-123,reciprocal_loop,2,0,1,5721309.0,0.0339,100000001697501100,flow,193700.0,0.4687,294,"These 2 accounts return funds to each other, 5,721,309 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=5,721,309 KZT, retained=0.03; break 100000001697501100 by flow stops 193,700 of 193,700 KZT internal; fragility=1.00, score=0.4687"
LOOP-067,reciprocal_loop,2,0,2,3185390.0,0.5274,100000000791285100,flow,1680000.0,0.4678,295,"These 2 accounts return funds to each other, 3,185,390 KZT touching the set with 53% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=3,185,390 KZT, retained=0.53; break 100000000791285100 by flow stops 1,680,000 of 1,680,000 KZT internal; fragility=1.00, score=0.4678"
LOOP-134,reciprocal_loop,2,0,2,9648984.0,0.045,100000001857829100,flow,434000.0,0.4676,296,"These 2 accounts return funds to each other, 9,648,984 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=9,648,984 KZT, retained=0.04; break 100000001857829100 by flow stops 434,000 of 434,000 KZT internal; fragility=1.00, score=0.4676"
BRG-040,bridge,26,0,1,4799226.0,0.7142,100000003242289100,articulation,25.0,0.4675,297,"These 25 accounts reach the rest of their community only through 100000003242289100, whose removal would detach 25 of them from 4,799,226 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=26, seeds=0, hop=1, through=4,799,226 KZT, retained=0.71; break 100000003242289100 by articulation cuts 25 of 25 members; fragility=1.00, score=0.4675"
LOOP-293,reciprocal_loop,4,0,1,15107967.0,0.0303,100000008603629100,flow,354596.0,0.4673,298,"These 4 accounts return funds to each other, 15,107,967 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=15,107,967 KZT, retained=0.03; break 100000008603629100 by flow stops 354,596 of 457,764 KZT internal; fragility=0.77, score=0.4673"
LOOP-299,reciprocal_loop,4,0,1,13063098.0,0.0103,100000008686313100,flow,108217.0,0.4666,299,"These 4 accounts return funds to each other, 13,063,098 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=13,063,098 KZT, retained=0.01; break 100000008686313100 by flow stops 108,217 of 134,522 KZT internal; fragility=0.80, score=0.4666"
LOOP-274,reciprocal_loop,2,0,2,1865940.0,0.7365,100000004221668100,flow,1374200.0,0.4659,300,"These 2 accounts return funds to each other, 1,865,940 KZT touching the set with 74% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=1,865,940 KZT, retained=0.74; break 100000004221668100 by flow stops 1,374,200 of 1,374,200 KZT internal; fragility=1.00, score=0.4659"
LOOP-152,reciprocal_loop,4,1,0,6111115.0,0.0428,100000006866783100,flow,140666.0,0.4654,301,"These 4 accounts return funds to each other, 6,111,115 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=1, hop=0, through=6,111,115 KZT, retained=0.04; break 100000006866783100 by flow stops 140,666 of 261,666 KZT internal; fragility=0.54, score=0.4654"
BRG-143,bridge,5,4,0,261000.0,0.7778,100000008516839100,articulation,4.0,0.4653,302,"These 4 accounts reach the rest of their community only through 100000008516839100, whose removal would detach 4 of them from 261,000 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=5, seeds=4, hop=0, through=261,000 KZT, retained=0.78; break 100000008516839100 by articulation cuts 4 of 4 members; fragility=1.00, score=0.4653"
LOOP-297,reciprocal_loop,4,0,1,12701024.75,0.0104,100000008304139100,flow,106101.0,0.4649,303,"These 4 accounts return funds to each other, 12,701,025 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=12,701,025 KZT, retained=0.01; break 100000008304139100 by flow stops 106,101 of 132,406 KZT internal; fragility=0.80, score=0.4649"
LOOP-311,reciprocal_loop,4,0,1,8949454.0,0.0303,100000008603629100,flow,231379.0,0.4648,304,"These 4 accounts return funds to each other, 8,949,454 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=8,949,454 KZT, retained=0.03; break 100000008603629100 by flow stops 231,379 of 271,096 KZT internal; fragility=0.85, score=0.4648"
CHN-013,chain,4,0,1,2431103.0,0.4833,100000002267998100,dominator,2.0,0.4645,305,"Funds appear to move through 4 accounts in sequence starting 1 hop(s) from a known client, 2,431,103 KZT touching the run and 48% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=4, seeds=0, hop=1, through=2,431,103 KZT, retained=0.48; break 100000002267998100 by dominator cuts 2 of 3 members; fragility=0.67, score=0.4645"
LOOP-020,reciprocal_loop,4,0,1,15844962.55,0.0159,100000000437046100,flow,190000.0,0.4637,306,"These 4 accounts return funds to each other, 15,844,963 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=15,844,963 KZT, retained=0.02; break 100000000437046100 by flow stops 190,000 of 251,607 KZT internal; fragility=0.76, score=0.4637"
LOOP-370,reciprocal_loop,2,0,2,9333175.0,0.0125,100000008489922100,flow,117000.0,0.4636,307,"These 2 accounts return funds to each other, 9,333,175 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=9,333,175 KZT, retained=0.01; break 100000008489922100 by flow stops 117,000 of 117,000 KZT internal; fragility=1.00, score=0.4636"
BRG-010,bridge,30,0,1,9234650.0,0.3376,100000000437046100,articulation,29.0,0.4635,308,"These 29 accounts reach the rest of their community only through 100000000437046100, whose removal would detach 29 of them from 9,234,650 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=30, seeds=0, hop=1, through=9,234,650 KZT, retained=0.34; break 100000000437046100 by articulation cuts 29 of 29 members; fragility=1.00, score=0.4635"
FAN-030,fan_out,11,0,1,1457787.0,0.5516,100000006707582100,articulation,10.0,0.4635,309,"One account spreads 1,457,787 KZT across 10 receivers, every one of them observed to the end with no onward transfer in the window, 55% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=11, seeds=0, hop=1, through=1,457,787 KZT, retained=0.55; receivers=10 observed/0 at crawl boundary; break 100000006707582100 by articulation cuts 10 of 10 members; fragility=1.00, score=0.4635"
CHN-023,chain,4,1,0,79050.0,1.0,100000003148220100,dominator,2.0,0.4629,310,"Funds appear to move through 4 accounts in sequence starting 0 hop(s) from a known client, 79,050 KZT touching the run and 100% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=4, seeds=1, hop=0, through=79,050 KZT, retained=1.00; break 100000003148220100 by dominator cuts 2 of 3 members; fragility=0.67, score=0.4629"
LOOP-119,reciprocal_loop,4,0,1,9959791.22,0.0228,100000008603629100,flow,188300.0,0.4627,311,"These 4 accounts return funds to each other, 9,959,791 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=9,959,791 KZT, retained=0.02; break 100000008603629100 by flow stops 188,300 of 227,392 KZT internal; fragility=0.83, score=0.4627"
LOOP-049,reciprocal_loop,2,0,2,8795424.0,0.0261,100000000437046100,flow,230000.0,0.4626,312,"These 2 accounts return funds to each other, 8,795,424 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=8,795,424 KZT, retained=0.03; break 100000000437046100 by flow stops 230,000 of 230,000 KZT internal; fragility=1.00, score=0.4626"
LOOP-289,reciprocal_loop,4,0,1,14126914.0,0.0175,100000008603629100,flow,189584.0,0.4625,313,"These 4 accounts return funds to each other, 14,126,914 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=14,126,914 KZT, retained=0.02; break 100000008603629100 by flow stops 189,584 of 246,651 KZT internal; fragility=0.77, score=0.4625"
LOOP-377,reciprocal_loop,2,0,1,4651847.0,0.0505,100000008748914100,flow,235000.0,0.4625,314,"These 2 accounts return funds to each other, 4,651,847 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=4,651,847 KZT, retained=0.05; break 100000008748914100 by flow stops 235,000 of 235,000 KZT internal; fragility=1.00, score=0.4625"
LOOP-187,reciprocal_loop,4,0,1,8421997.51,0.0114,100000004400305100,flow,82800.0,0.4621,315,"These 4 accounts return funds to each other, 8,421,998 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=8,421,998 KZT, retained=0.01; break 100000004400305100 by flow stops 82,800 of 96,400 KZT internal; fragility=0.86, score=0.4621"
LOOP-242,reciprocal_loop,4,0,1,13092945.0,0.0224,100000008603629100,flow,227193.0,0.4615,316,"These 4 accounts return funds to each other, 13,092,945 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=13,092,945 KZT, retained=0.02; break 100000008603629100 by flow stops 227,193 of 292,993 KZT internal; fragility=0.78, score=0.4615"
FAN-037,fan_out,9,0,2,4615780.0,0.3096,100000008743913100,articulation,8.0,0.4603,317,"One account spreads 4,615,780 KZT across 8 receivers, every one of them observed to the end with no onward transfer in the window, 31% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=9, seeds=0, hop=2, through=4,615,780 KZT, retained=0.31; receivers=8 observed/0 at crawl boundary; break 100000008743913100 by articulation cuts 8 of 8 members; fragility=1.00, score=0.4603"
LOOP-175,reciprocal_loop,3,0,1,2490887.0,0.2603,100000004160650100,flow,638270.0,0.4603,318,"These 3 accounts return funds to each other, 2,490,887 KZT touching the set with 26% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=1, through=2,490,887 KZT, retained=0.26; break 100000004160650100 by flow stops 638,270 of 648,270 KZT internal; fragility=0.98, score=0.4603"
CHN-002,chain,4,0,1,1205292.0,0.737,100000000291906100,dominator,2.0,0.4598,319,"Funds appear to move through 4 accounts in sequence starting 1 hop(s) from a known client, 1,205,292 KZT touching the run and 74% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=4, seeds=0, hop=1, through=1,205,292 KZT, retained=0.74; break 100000000291906100 by dominator cuts 2 of 3 members; fragility=0.67, score=0.4598"
LOOP-130,reciprocal_loop,3,0,2,9889064.0,0.0539,100000001857829100,flow,493000.0,0.4596,320,"These 3 accounts return funds to each other, 9,889,064 KZT touching the set with 5% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=2, through=9,889,064 KZT, retained=0.05; break 100000001857829100 by flow stops 493,000 of 533,000 KZT internal; fragility=0.92, score=0.4596"
LOOP-300,reciprocal_loop,4,0,1,15670528.0,0.0221,100000008603629100,flow,253165.0,0.459,321,"These 4 accounts return funds to each other, 15,670,528 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=15,670,528 KZT, retained=0.02; break 100000008603629100 by flow stops 253,165 of 345,582 KZT internal; fragility=0.73, score=0.4590"
BRG-057,bridge,33,0,1,4762086.0,0.5193,100000005933757100,articulation,32.0,0.4578,322,"These 32 accounts reach the rest of their community only through 100000005933757100, whose removal would detach 32 of them from 4,762,086 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=33, seeds=0, hop=1, through=4,762,086 KZT, retained=0.52; break 100000005933757100 by articulation cuts 32 of 32 members; fragility=1.00, score=0.4578"
CHN-044,chain,5,4,0,908070.0,0.28,100000003975102100,dominator,1.0,0.4574,323,"Funds appear to move through 5 accounts in sequence starting 0 hop(s) from a known client, 908,070 KZT touching the run and 28% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=5, seeds=4, hop=0, through=908,070 KZT, retained=0.28; break 100000003975102100 by dominator cuts 1 of 4 members; fragility=0.25, score=0.4574"
LOOP-131,reciprocal_loop,2,0,2,6884436.0,0.0581,100000001857829100,flow,400000.0,0.4563,324,"These 2 accounts return funds to each other, 6,884,436 KZT touching the set with 6% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=6,884,436 KZT, retained=0.06; break 100000001857829100 by flow stops 400,000 of 400,000 KZT internal; fragility=1.00, score=0.4563"
LOOP-372,reciprocal_loop,2,0,2,7457064.0,0.0216,100000008547844100,flow,161000.0,0.4561,325,"These 2 accounts return funds to each other, 7,457,064 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=7,457,064 KZT, retained=0.02; break 100000008547844100 by flow stops 161,000 of 161,000 KZT internal; fragility=1.00, score=0.4561"
BRG-009,bridge,5,0,1,4576704.0,0.9524,100000000274067100,articulation,4.0,0.4559,326,"These 4 accounts reach the rest of their community only through 100000000274067100, whose removal would detach 4 of them from 4,576,704 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=5, seeds=0, hop=1, through=4,576,704 KZT, retained=0.95; break 100000000274067100 by articulation cuts 4 of 4 members; fragility=1.00, score=0.4559"
LOOP-160,reciprocal_loop,2,0,2,4308703.0,0.2519,100000002578405100,flow,1085351.0,0.4555,327,"These 2 accounts return funds to each other, 4,308,703 KZT touching the set with 25% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=4,308,703 KZT, retained=0.25; break 100000002578405100 by flow stops 1,085,351 of 1,085,351 KZT internal; fragility=1.00, score=0.4555"
LOOP-209,reciprocal_loop,4,0,1,11659664.0,0.0165,100000004351795100,flow,148418.0,0.4555,328,"These 4 accounts return funds to each other, 11,659,664 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=11,659,664 KZT, retained=0.02; break 100000004351795100 by flow stops 148,418 of 192,928 KZT internal; fragility=0.77, score=0.4555"
LOOP-169,reciprocal_loop,2,0,2,7313955.0,0.0213,100000002723538100,flow,155647.0,0.4554,329,"These 2 accounts return funds to each other, 7,313,955 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=7,313,955 KZT, retained=0.02; break 100000002723538100 by flow stops 155,647 of 155,647 KZT internal; fragility=1.00, score=0.4554"
LOOP-258,reciprocal_loop,4,0,1,14330802.55,0.0138,100000008603629100,flow,145098.0,0.4552,330,"These 4 accounts return funds to each other, 14,330,803 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=14,330,803 KZT, retained=0.01; break 100000008603629100 by flow stops 145,098 of 197,898 KZT internal; fragility=0.73, score=0.4552"
LOOP-178,reciprocal_loop,2,0,1,2378887.0,0.2482,100000002731501100,flow,590370.0,0.4546,331,"These 2 accounts return funds to each other, 2,378,887 KZT touching the set with 25% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=2,378,887 KZT, retained=0.25; break 100000002731501100 by flow stops 590,370 of 590,370 KZT internal; fragility=1.00, score=0.4546"
LOOP-181,reciprocal_loop,2,0,2,1968139.85,0.5717,100000002741024100,flow,1125205.0,0.4539,332,"These 2 accounts return funds to each other, 1,968,140 KZT touching the set with 57% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=1,968,140 KZT, retained=0.57; break 100000002741024100 by flow stops 1,125,205 of 1,125,205 KZT internal; fragility=1.00, score=0.4539"
LOOP-203,reciprocal_loop,4,0,1,2770800.0,0.2125,100000003115284100,flow,547500.0,0.4533,333,"These 4 accounts return funds to each other, 2,770,800 KZT touching the set with 21% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=2,770,800 KZT, retained=0.21; break 100000003115284100 by flow stops 547,500 of 588,800 KZT internal; fragility=0.93, score=0.4533"
LOOP-102,reciprocal_loop,4,0,1,11059722.0,0.016,100000003968044100,flow,136000.0,0.453,334,"These 4 accounts return funds to each other, 11,059,722 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=11,059,722 KZT, retained=0.02; break 100000003968044100 by flow stops 136,000 of 177,300 KZT internal; fragility=0.77, score=0.4530"
BRG-049,bridge,52,0,2,6759580.0,0.4305,100000004400305100,articulation,51.0,0.4526,335,"These 51 accounts reach the rest of their community only through 100000004400305100, whose removal would detach 51 of them from 6,759,580 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=52, seeds=0, hop=2, through=6,759,580 KZT, retained=0.43; break 100000004400305100 by articulation cuts 51 of 51 members; fragility=1.00, score=0.4526"
LOOP-076,reciprocal_loop,2,0,2,6813456.0,0.0179,100000001138283100,flow,121805.0,0.4525,336,"These 2 accounts return funds to each other, 6,813,456 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=6,813,456 KZT, retained=0.02; break 100000001138283100 by flow stops 121,805 of 121,805 KZT internal; fragility=1.00, score=0.4525"
LOOP-351,reciprocal_loop,2,0,2,1037500.0,0.8265,100000007390016100,flow,857500.0,0.4519,337,"These 2 accounts return funds to each other, 1,037,500 KZT touching the set with 83% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=1,037,500 KZT, retained=0.83; break 100000007390016100 by flow stops 857,500 of 857,500 KZT internal; fragility=1.00, score=0.4519"
BRG-064,bridge,29,0,1,2483760.0,0.7484,100000008748408100,articulation,28.0,0.4518,338,"These 28 accounts reach the rest of their community only through 100000008748408100, whose removal would detach 28 of them from 2,483,760 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=29, seeds=0, hop=1, through=2,483,760 KZT, retained=0.75; break 100000008748408100 by articulation cuts 28 of 28 members; fragility=1.00, score=0.4518"
LOOP-171,reciprocal_loop,4,0,1,2670887.0,0.2944,100000004160650100,flow,701370.0,0.4509,339,"These 4 accounts return funds to each other, 2,670,887 KZT touching the set with 29% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=2,670,887 KZT, retained=0.29; break 100000004160650100 by flow stops 701,370 of 786,370 KZT internal; fragility=0.89, score=0.4509"
LOOP-335,reciprocal_loop,4,0,1,14300491.0,0.0371,100000005910114100,flow,373591.0,0.4509,340,"These 4 accounts return funds to each other, 14,300,491 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=14,300,491 KZT, retained=0.04; break 100000005910114100 by flow stops 373,591 of 530,584 KZT internal; fragility=0.70, score=0.4509"
CHN-024,chain,4,0,2,4379400.0,0.3313,100000008759857100,dominator,2.0,0.4505,341,"Funds appear to move through 4 accounts in sequence starting 2 hop(s) from a known client, 4,379,400 KZT touching the run and 33% of it staying inside, which is consistent with a transit route and worth checking step by step.","chain: n=4, seeds=0, hop=2, through=4,379,400 KZT, retained=0.33; break 100000008759857100 by dominator cuts 2 of 3 members; fragility=0.67, score=0.4505"
LOOP-330,reciprocal_loop,2,0,1,1208099.0,0.4933,100000005660203100,flow,595899.0,0.4505,342,"These 2 accounts return funds to each other, 1,208,099 KZT touching the set with 49% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=1,208,099 KZT, retained=0.49; break 100000005660203100 by flow stops 595,899 of 595,899 KZT internal; fragility=1.00, score=0.4505"
LOOP-368,reciprocal_loop,3,0,2,9295164.0,0.0227,100000008547844100,flow,191099.0,0.4504,343,"These 3 accounts return funds to each other, 9,295,164 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=2, through=9,295,164 KZT, retained=0.02; break 100000008547844100 by flow stops 191,099 of 211,099 KZT internal; fragility=0.91, score=0.4504"
LOOP-060,reciprocal_loop,2,0,1,823736.0,0.6455,100000000661912100,flow,531700.0,0.4493,344,"These 2 accounts return funds to each other, 823,736 KZT touching the set with 65% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=823,736 KZT, retained=0.65; break 100000000661912100 by flow stops 531,700 of 531,700 KZT internal; fragility=1.00, score=0.4493"
BRG-044,bridge,21,0,1,4536276.0,0.5251,100000001857829100,articulation,20.0,0.4489,345,"These 20 accounts reach the rest of their community only through 100000001857829100, whose removal would detach 20 of them from 4,536,276 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=21, seeds=0, hop=1, through=4,536,276 KZT, retained=0.53; break 100000001857829100 by articulation cuts 20 of 20 members; fragility=1.00, score=0.4489"
LOOP-202,reciprocal_loop,2,0,1,2708800.0,0.1246,100000003115284100,flow,337500.0,0.4489,346,"These 2 accounts return funds to each other, 2,708,800 KZT touching the set with 12% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=2,708,800 KZT, retained=0.12; break 100000003115284100 by flow stops 337,500 of 337,500 KZT internal; fragility=1.00, score=0.4489"
LOOP-206,reciprocal_loop,2,0,2,6283981.0,0.0106,100000003213473100,flow,66500.0,0.4489,347,"These 2 accounts return funds to each other, 6,283,981 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=6,283,981 KZT, retained=0.01; break 100000003213473100 by flow stops 66,500 of 66,500 KZT internal; fragility=1.00, score=0.4489"
LOOP-271,reciprocal_loop,2,0,1,3454445.11,0.0194,100000004156082100,flow,66950.0,0.4489,348,"These 2 accounts return funds to each other, 3,454,445 KZT touching the set with 2% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=3,454,445 KZT, retained=0.02; break 100000004156082100 by flow stops 66,950 of 66,950 KZT internal; fragility=1.00, score=0.4489"
BRG-089,bridge,13,0,1,2348500.0,0.9072,100000001927599100,articulation,12.0,0.4476,349,"These 12 accounts reach the rest of their community only through 100000001927599100, whose removal would detach 12 of them from 2,348,500 KZT of observed flow, which is worth checking as a shared route rather than a coincidence of the crawl.","bridge: n=13, seeds=0, hop=1, through=2,348,500 KZT, retained=0.91; break 100000001927599100 by articulation cuts 12 of 12 members; fragility=1.00, score=0.4476"
LOOP-084,reciprocal_loop,2,0,2,1399882.0,0.6414,100000001445848100,flow,897850.0,0.4472,350,"These 2 accounts return funds to each other, 1,399,882 KZT touching the set with 64% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=2, through=1,399,882 KZT, retained=0.64; break 100000001445848100 by flow stops 897,850 of 897,850 KZT internal; fragility=1.00, score=0.4472"
LOOP-208,reciprocal_loop,2,0,1,1861730.0,0.2633,100000003237045100,flow,490200.0,0.4468,351,"These 2 accounts return funds to each other, 1,861,730 KZT touching the set with 26% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=1,861,730 KZT, retained=0.26; break 100000003237045100 by flow stops 490,200 of 490,200 KZT internal; fragility=1.00, score=0.4468"
LOOP-314,reciprocal_loop,3,0,1,577599.0,0.8034,100000004820260100,flow,444050.0,0.4468,352,"These 3 accounts return funds to each other, 577,599 KZT touching the set with 80% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=1, through=577,599 KZT, retained=0.80; break 100000004820260100 by flow stops 444,050 of 464,050 KZT internal; fragility=0.96, score=0.4468"
FAN-023,fan_out,10,0,3,3803037.0,0.3198,100000008465789100,articulation,9.0,0.4464,353,"One account spreads 3,803,037 KZT across 9 receivers, 6 of them observed to the end with no onward transfer in the window and 3 at the four-hop crawl boundary where nothing downstream was collected, 32% of the money staying inside the set, which is worth checking as a dispersal point before the receivers are treated separately.","fan_out: n=10, seeds=0, hop=3, through=3,803,037 KZT, retained=0.32; receivers=6 observed/3 at crawl boundary; break 100000008465789100 by articulation cuts 9 of 9 members; fragility=1.00, score=0.4464"
LOOP-039,reciprocal_loop,4,0,1,17397919.75,0.0094,100000000437046100,flow,107868.0,0.4459,354,"These 4 accounts return funds to each other, 17,397,920 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=17,397,920 KZT, retained=0.01; break 100000000437046100 by flow stops 107,868 of 163,969 KZT internal; fragility=0.66, score=0.4459"
LOOP-167,reciprocal_loop,4,0,1,11839243.75,0.0373,100000008603629100,flow,314647.0,0.4459,355,"These 4 accounts return funds to each other, 11,839,244 KZT touching the set with 4% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=11,839,244 KZT, retained=0.04; break 100000008603629100 by flow stops 314,647 of 441,217 KZT internal; fragility=0.71, score=0.4459"
LOOP-029,reciprocal_loop,4,0,1,13443396.55,0.0279,100000008086440100,flow,260133.0,0.4456,356,"These 4 accounts return funds to each other, 13,443,397 KZT touching the set with 3% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=13,443,397 KZT, retained=0.03; break 100000008086440100 by flow stops 260,133 of 375,133 KZT internal; fragility=0.69, score=0.4456"
LOOP-257,reciprocal_loop,4,0,1,11616105.55,0.0081,100000004070318100,flow,67800.0,0.4442,357,"These 4 accounts return funds to each other, 11,616,106 KZT touching the set with 1% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=4, seeds=0, hop=1, through=11,616,106 KZT, retained=0.01; break 100000004070318100 by flow stops 67,800 of 94,105 KZT internal; fragility=0.72, score=0.4442"
LOOP-180,reciprocal_loop,2,0,1,2239200.0,0.1452,100000002738256100,flow,325200.0,0.4436,358,"These 2 accounts return funds to each other, 2,239,200 KZT touching the set with 15% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=2, seeds=0, hop=1, through=2,239,200 KZT, retained=0.15; break 100000002738256100 by flow stops 325,200 of 325,200 KZT internal; fragility=1.00, score=0.4436"
LOOP-212,reciprocal_loop,3,0,2,4197376.0,0.138,100000003242289100,flow,558601.0,0.4435,359,"These 3 accounts return funds to each other, 4,197,376 KZT touching the set with 14% of it never leaving, which is worth checking against what each leg was said to be for.","reciprocal_loop: n=3, seeds=0, hop=2, through=4,197,376 KZT, retained=0.14; break 100000003242289100 by flow stops 558,601 of 579,361 KZT internal; fragility=0.96, score=0.4435"
